sort_record,match_pfg_nom,dupe,spelling_issue,pfg,source
2384,Harmogia densifolia,,NA,Tdr,MC_oneTrueList
2385,Harmsiodoxa blennodioides,,NA,Tdr,MC_oneTrueList
2386,Harmsiodoxa puberula,,NA,Tdr,MC_oneTrueList
2387,Hedera helix,,NA,Tdr,MC_oneTrueList
5900,Hedypnois rhagodioloides,,NA,Tdr,Campbell_RC
1053,Helenium autumnale,,NA,AT,Leck & Brock 2000
2388,Helianthus annuus,,NA,Tdr,MC_oneTrueList
779,Helichrysum luteoalbum,,NA,Tda,Campbell et al 2014
5901,Helichrysum luteoalbum,1,NA,Tdr,Campbell_RC
4439,Helichrysum luteoalbum,1,NA,Tdr,JN_MLR_list
2389,Helichrysum luteoalbum,1,NA,Tdr,MC_oneTrueList
5902,Helichrysum rutidolepis,,NA,Tda,Campbell_RC
2390,Helichrysum rutidolepis,1,NA,Tda,MC_oneTrueList
4440,Helichrysum scorpioides,,NA,Tdr,JN_MLR_list
5903,Heliotropium amplexicaule,,NA,Tdr,Campbell_RC
2391,Heliotropium amplexicaule,1,NA,Tdr,MC_oneTrueList
5288,Heliotropium curassavicum,,NA,Tda,Bowen_Phd
780,Heliotropium curassavicum,1,NA,Tda,Campbell et al 2014
5904,Heliotropium curassavicum,1,NA,Tda,Campbell_RC
52,Heliotropium curassavicum,1,NA,Tdr,Deane et al 2017
4441,Heliotropium curassavicum,1,NA,Tdr,JN_MLR_list
2392,Heliotropium curassavicum,1,NA,Tda,MC_oneTrueList
5289,Heliotropium europaeum,,NA,Tdr,Bowen_Phd
781,Heliotropium europaeum,1,NA,Tda,Campbell et al 2014
5905,Heliotropium europaeum,1,NA,Tdr,Campbell_RC
4442,Heliotropium europaeum,1,NA,Tdr,JN_MLR_list
2393,Heliotropium europaeum,1,NA,Tdr,MC_oneTrueList
5290,Heliotropium sp.,,NA,Tda,Bowen_Phd
782,Heliotropium sp.,1,NA,Tda,Campbell et al 2014
2394,Heliotropium sp.,1,NA,Tdr,MC_oneTrueList
5291,Heliotropium supinum,,NA,Tda,Bowen_Phd
783,Heliotropium supinum,1,NA,Tda,Campbell et al 2014
5906,Heliotropium supinum,1,NA,Tda,Campbell_RC
2395,Heliotropium supinum,1,NA,Tda,MC_oneTrueList
5907,Helminthotheca echioides,,NA,Tdr,Campbell_RC
4443,Helminthotheca echioides,1,NA,Tdr,JN_MLR_list
2396,Helminthotheca echioides,1,NA,Tdr,MC_oneTrueList
6404,Hemarthria uncinata,,NA,ATe,Johns et al 2015
312,Hemarthria uncinata,1,NA,Tda,Ling et al 2019
313,Hemarthria uncinata,1,NA,Tda,Ling et al 2019
2397,Hemarthria uncinata,1,NA,Tda,MC_oneTrueList
53,Hemichroa pentandra,,NA,Tda,Deane et al 2017
2398,Hemichroa pentandra,1,NA,ATe,MC_oneTrueList
5292,Herniaria cinerea,,NA,Tda,Bowen_Phd
5908,Herniaria cinerea,1,NA,Tdr,Campbell_RC
2399,Herniaria cinerea,1,NA,Tda,MC_oneTrueList
2400,Herniaria hirsuta,,NA,Tda,MC_oneTrueList
2401,Hibbertia acerosa,,NA,Tdr,MC_oneTrueList
6405,Hibbertia acicularis,,NA,Tdr,Johns et al 2015
2402,Hibbertia acicularis,1,NA,Tdr,MC_oneTrueList
4444,Hibbertia aspera,,NA,Tdr,JN_MLR_list
2403,Hibbertia aspera,1,NA,Tdr,MC_oneTrueList
4445,Hibbertia devitata,,NA,Tdr,JN_MLR_list
4446,Hibbertia empetrifolia subsp. radians,,NA,Tdr,JN_MLR_list
4447,Hibbertia exutiacies,,NA,Tdr,JN_MLR_list
2404,Hibbertia exutiacies,1,NA,Tdr,MC_oneTrueList
2405,Hibbertia hypericoides,,NA,Tdr,MC_oneTrueList
2406,Hibbertia linearis,,NA,Tdr,MC_oneTrueList
2407,Hibbertia pedunculata,,NA,Tdr,MC_oneTrueList
2408,Hibbertia racemosa,,NA,Tdr,MC_oneTrueList
4448,Hibbertia riparia,,NA,Tdr,JN_MLR_list
2409,Hibbertia riparia,1,NA,Tdr,MC_oneTrueList
6406,Hibbertia rufa,,NA,Tda,Johns et al 2015
2410,Hibbertia rufa,1,NA,Tda,MC_oneTrueList
2411,Hibbertia scandens,,NA,Tdr,MC_oneTrueList
6407,Hibbertia sp.,,NA,T,Johns et al 2015
2412,Hibbertia sp.,1,NA,Tdr,MC_oneTrueList
2413,Hibbertia sp. B,,NA,Tdr,MC_oneTrueList
2414,Hibbertia stellaris ,,NA,ATw,MC_oneTrueList
4449,Hibbertia stricta var. stricta,,NA,Tdr,JN_MLR_list
2415,Hibbertia subvaginata,,NA,Tdr,MC_oneTrueList
5293,Hibiscus brachysiphonius,,NA,Tda,Bowen_Phd
314,Hibiscus brachysiphonius,1,NA,Tda,Ling et al 2019
5294,Hibiscus sp.,,NA,Tda,Bowen_Phd
2416,Hibiscus sturtii var. sturtii,,NA,Tdr,MC_oneTrueList
2417,Hibiscus tiliaceus,,NA,ATw,MC_oneTrueList
5295,Hibiscus trionum,,NA,Tda,Bowen_Phd
2418,Hierochloe redolens ,,NA,Tda,MC_oneTrueList
2419,Histiopteris incisa,,NA,ATe,MC_oneTrueList
1174,Holcus lanatus,,NA,Tda,Brock & Casanova 2000
5909,Holcus lanatus,1,NA,Tdr,Campbell_RC
4450,Holcus lanatus,1,NA,Tdr,JN_MLR_list
6408,Holcus lanatus,1,NA,ATe,Johns et al 2015
2420,Holcus lanatus,1,NA,Tdr,MC_oneTrueList
2421,Homalanthus populifolius,,NA,Tda,MC_oneTrueList
4451,Homeria sp.,,NA,Tdr,JN_MLR_list
315,Hookerochloa eriopoda,,NA,Tda,Ling et al 2019
2422,Hookerochloa eriopoda,1,NA,Tda,MC_oneTrueList
316,Hookerochloa hookeriana,,NA,Tda,Ling et al 2019
2423,Hookerochloa hookeriana ,,NA,Tda,MC_oneTrueList
317,Hookerochloa sp.,,NA,Tda,Ling et al 2019
2424,Hordeum distichon,,NA,Tdr,MC_oneTrueList
5910,Hordeum glaucum,,NA,Tdr,Campbell_RC
5296,Hordeum leporinum,,NA,Tdr,Bowen_Phd
5911,Hordeum leporinum,1,NA,Tdr,Campbell_RC
55,Hordeum leporinum,1,NA,Tdr,Deane et al 2017
56,Hordeum leporinum,1,NA,Tdr,Deane et al 2017
4452,Hordeum leporinum,1,NA,Tdr,JN_MLR_list
940,Hordeum leporinum,1,NA,Tdr,Mason et al 2022
2425,Hordeum leporinum,1,NA,Tdr,MC_oneTrueList
1028,Hordeum leporinum,1,NA,Tdr,Price et al 2010
5912,Hordeum marinum,,NA,Tdr,Campbell_RC
2426,Hordeum marinum,1,NA,Tdr,MC_oneTrueList
2427,Hordeum murinum,,NA,Tdr,MC_oneTrueList
5297,Hordeum sp.,,NA,Tdr,Bowen_Phd
5913,Hordeum sp.,1,NA,Tdr,Campbell_RC
5298,Hordeum vulgare,,NA,Tdr,Bowen_Phd
5914,Hordeum vulgare,1,NA,Tdr,Campbell_RC
2428,Hordeum vulgare,1,NA,Tdr,MC_oneTrueList
2429,Hovea heterophylla,,NA,Tdr,MC_oneTrueList
2430,Hovea trisperma,,NA,Tdr,MC_oneTrueList
4453,Hyalosperma demissum,,NA,Tdr,JN_MLR_list
2431,Hyalosperma demissum,1,NA,Tdr,MC_oneTrueList
5915,Hyalosperma glutinosum subsp. glutinosum,,NA,Tdr,Campbell_RC
2432,Hyalosperma semisterile,,NA,Tdr,MC_oneTrueList
2433,Hybanthus calycinus,,NA,Tdr,MC_oneTrueList
4454,Hybanthus floribundus subsp. floribundus,,NA,Tdr,JN_MLR_list
2434,Hybanthus floribundus subsp. floribundus,1,NA,Tdr,MC_oneTrueList
2435,Hybanthus monopetalus,,NA,Tdr,MC_oneTrueList
4455,Hydrilla verticillata,,NA,Sk,JN_MLR_list
2436,Hydrilla verticillata,1,NA,Sk,MC_oneTrueList
318,Hydrocotyle acutiloba,,NA,Tda,Ling et al 2019
319,Hydrocotyle algida,,NA,ATl,Ling et al 2019
4456,Hydrocotyle callicarpa,,NA,Tdr,JN_MLR_list
320,Hydrocotyle callicarpa,1,NA,Tdr,Ling et al 2019
2437,Hydrocotyle callicarpa,1,NA,Tdr,MC_oneTrueList
57,Hydrocotyle capillaris,,NA,Tda,Deane et al 2017
2438,Hydrocotyle geraniifolia,,NA,Tdr,MC_oneTrueList
4457,Hydrocotyle hirta,,NA,Tda,JN_MLR_list
2439,Hydrocotyle hirta,1,NA,Tda,MC_oneTrueList
5916,Hydrocotyle laxiflora,,NA,ATl,Campbell_RC
6409,Hydrocotyle laxiflora,1,NA,Tda,Johns et al 2015
2440,Hydrocotyle laxiflora,1,NA,ATl,MC_oneTrueList
4458,Hydrocotyle medicaginoides,,NA,Tda,JN_MLR_list
2441,Hydrocotyle medicaginoides,1,NA,Tda,MC_oneTrueList
4459,Hydrocotyle muscosa,,NA,ARp,JN_MLR_list
2442,Hydrocotyle muscosa,1,NA,ARp,MC_oneTrueList
6410,Hydrocotyle peduncularis,,NA,ATl,Johns et al 2015
2443,Hydrocotyle peduncularis,1,NA,Tda,MC_oneTrueList
58,Hydrocotyle plebeya,,NA,ARp,Deane et al 2017
4460,Hydrocotyle plebeya,1,NA,ARp,JN_MLR_list
2444,Hydrocotyle plebeya,1,NA,ARp,MC_oneTrueList
4461,Hydrocotyle pterocarpa,,NA,ARp,JN_MLR_list
2445,Hydrocotyle pterocarpa,1,NA,ATl,MC_oneTrueList
321,Hydrocotyle sibthorpioides,,NA,Tda,Ling et al 2019
2446,Hydrocotyle sibthorpioides,1,NA,Tda,MC_oneTrueList
5299,Hydrocotyle sp.,,NA,Tdr,Bowen_Phd
4462,Hydrocotyle sp.,1,NA,ARp,JN_MLR_list
2447,Hydrocotyle sp.,1,NA,ATl,MC_oneTrueList
1175,Hydrocotyle tripartita,,NA,ATl,Brock & Casanova 2000
1034,Hydrocotyle tripartita,1,NA,AT,Leck & Brock 2000
2448,Hydrocotyle tripartita,1,NA,ATl,MC_oneTrueList
5917,Hydrocotyle verticillata,,NA,ATl,Campbell_RC
544,Hydrocotyle verticillata,1,NA,ATl,Casanova 2011
59,Hydrocotyle verticillata,1,NA,ARp,Deane et al 2017
4463,Hydrocotyle verticillata,1,NA,ARp,JN_MLR_list
2449,Hydrocotyle verticillata,1,NA,ARf,MC_oneTrueList
2450,Hygrophila angustifolia,,NA,ARp,MC_oneTrueList
1176,Hyperchoerus radicata,,NA,Tdr,Brock & Casanova 2000
784,Hypericum gramineum,,NA,Tdr,Campbell et al 2014
5918,Hypericum gramineum,1,NA,Tdr,Campbell_RC
606,Hypericum gramineum,1,NA,Tda,Casanova & Powling 2014
4464,Hypericum gramineum,1,NA,Tdr,JN_MLR_list
6411,Hypericum gramineum,1,NA,Tdr,Johns et al 2015
2451,Hypericum gramineum,1,NA,Tdr,MC_oneTrueList
1177,Hypericum japonicum,,NA,Tda,Brock & Casanova 2000
4465,Hypericum japonicum,1,NA,Tda,JN_MLR_list
6412,Hypericum japonicum,1,NA,ATl,Johns et al 2015
1059,Hypericum japonicum,1,NA,T,Leck & Brock 2000
322,Hypericum japonicum,1,NA,Tda,Ling et al 2019
2452,Hypericum japonicum,1,NA,Tda,MC_oneTrueList
1060,Hypericum mutilum,,NA,T,Leck & Brock 2000
5919,Hypericum perforatum,,NA,Tdr,Campbell_RC
2453,Hypericum perforatum,1,NA,Tdr,MC_oneTrueList
2454,Hypocalymma angustifolium,,NA,ATw,MC_oneTrueList
2455,Hypocalymma robustum,,NA,Tdr,MC_oneTrueList
5300,Hypochaeris glabra,,NA,Tdr,Bowen_Phd
5920,Hypochaeris glabra,1,NA,Tdr,Campbell_RC
60,Hypochaeris glabra,1,NA,Tdr,Deane et al 2017
4466,Hypochaeris glabra,1,NA,Tdr,JN_MLR_list
6413,Hypochaeris glabra,1,NA,Tdr,Johns et al 2015
2456,Hypochaeris glabra,1,NA,Tdr,MC_oneTrueList
5301,Hypochaeris microcephala var. albiflora,,NA,Tdr,Bowen_Phd
5302,Hypochaeris radicata,,NA,Tdr,Bowen_Phd
785,Hypochaeris radicata,1,1,Tdr,Campbell et al 2014
5921,Hypochaeris radicata,1,NA,Tdr,Campbell_RC
4467,Hypochaeris radicata,1,NA,Tdr,JN_MLR_list
6414,Hypochaeris radicata,1,NA,Tdr,Johns et al 2015
2457,Hypochaeris radicata,1,NA,Tdr,MC_oneTrueList
4468,Hypochaeris sp.,,NA,Tdr,JN_MLR_list
2458,Hypolaena exsulca,,NA,Tdr,MC_oneTrueList
4469,Hypolaena fastigiata,,NA,Tda,JN_MLR_list
2459,Hypolaena fastigiata,1,NA,Tda,MC_oneTrueList
2460,Hypolaena pubescens ,,NA,ATe,MC_oneTrueList
2461,Hypolepis glandulifera,,NA,Tdr,MC_oneTrueList
4470,Hypolepis rugosula,,NA,Tda,JN_MLR_list
2462,Hypolepis rugosula,1,NA,Tda,MC_oneTrueList
2463,Hypoxis exilis,,NA,Tda,MC_oneTrueList
5922,Hypoxis glabella var. glabella,,NA,Tdr,Campbell_RC
607,Hypoxis glabella var. glabella,1,NA,Tda,Casanova & Powling 2014
2464,Hypoxis glabella var. glabella,1,NA,Tda,MC_oneTrueList
2465,Hypoxis hygrometrica ,,NA,Tda,MC_oneTrueList
2466,Hypoxis hygrometrica var. splendida,,NA,Tda,MC_oneTrueList
323,Hypoxis vaginata,,NA,Tda,Ling et al 2019
4471,Ilex aquifolium,,NA,Tdr,JN_MLR_list
2467,Ilex aquifolium,1,NA,Tdr,MC_oneTrueList
4472,Imperata cylindrica,,NA,Tdr,JN_MLR_list
2468,Imperata cylindrica,1,NA,Tdr,MC_oneTrueList
5923,Ipomoea indica,,NA,Tdr,Campbell_RC
5303,Ipomoea lonchophylla,,NA,Tdr,Bowen_Phd
5304,Ipomoea sp.,,NA,Tdr,Bowen_Phd
2469,Iris germanica,,NA,Tdr,MC_oneTrueList
4473,Isachne globosa,,NA,ATe,JN_MLR_list
2470,Isachne globosa,1,NA,ATe,MC_oneTrueList
324,Iseilema membranaceum,,NA,Tda,Ling et al 2019
2471,Iseilema membranaceum,1,NA,Tda,MC_oneTrueList
325,Isoetes drummondii,,NA,Sk,Ling et al 2019
2472,Isoetes drummondii,1,NA,Sk,MC_oneTrueList
61,Isoetes drummondii subsp. drummondii,,NA,ATl,Deane et al 2017
4474,Isoetes drummondii subsp. drummondii,1,NA,ATl,JN_MLR_list
2473,Isoetes drummondii subsp. drummondii,1,NA,Sk,MC_oneTrueList
1178,Isoetes muelleri,,NA,S,Brock & Casanova 2000
326,Isoetes muelleri,1,NA,Sk,Ling et al 2019
2474,Isoetes muelleri,1,NA,Sk,MC_oneTrueList
5305,Isoetopsis graminifolia,,NA,Tda,Bowen_Phd
5924,Isoetopsis graminifolia,1,NA,Tdr,Campbell_RC
2475,Isoetopsis graminifolia,1,NA,Tda,MC_oneTrueList
5925,Isolepis australiensis,,NA,ATe,Campbell_RC
2476,Isolepis australiensis,1,NA,ATe,MC_oneTrueList
608,Isolepis cernua,,NA,ATl,Casanova & Powling 2014
62,Isolepis cernua,1,NA,ATl,Deane et al 2017
4475,Isolepis cernua,1,NA,ATl,JN_MLR_list
327,Isolepis cernua,1,NA,ATl,Ling et al 2019
2477,Isolepis cernua,1,NA,ATl,MC_oneTrueList
4476,Isolepis congrua,,NA,ATe,JN_MLR_list
328,Isolepis congrua,1,NA,ATe,Ling et al 2019
2478,Isolepis congrua,1,NA,ATe,MC_oneTrueList
2479,Isolepis crassiuscula ,,NA,ATe,MC_oneTrueList
63,Isolepis fluitans,,NA,Sr,Deane et al 2017
4477,Isolepis fluitans,1,NA,Sr,JN_MLR_list
1077,Isolepis fluitans,1,NA,AR,Leck & Brock 2000
2480,Isolepis fluitans,1,NA,Sk,MC_oneTrueList
329,Isolepis habra,,NA,Tda,Ling et al 2019
2481,Isolepis habra,1,NA,Tda,MC_oneTrueList
2482,Isolepis histrix,,NA,Tda,MC_oneTrueList
786,Isolepis hookeriana,,NA,ATe,Campbell et al 2014
5926,Isolepis hookeriana,1,NA,ATe,Campbell_RC
4478,Isolepis hookeriana,1,NA,ATl,JN_MLR_list
2483,Isolepis hookeriana,1,NA,ATl,MC_oneTrueList
610,Isolepis hystrix,,NA,Tda,Casanova & Powling 2014
4479,Isolepis hystrix,1,NA,ATe,JN_MLR_list
2484,Isolepis hystrix,1,NA,ATe,MC_oneTrueList
609,Isolepis inundata,,NA,ARp,Casanova & Powling 2014
545,Isolepis inundata,1,NA,ARp,Casanova 2011
64,Isolepis inundata,1,NA,Se,Deane et al 2017
4480,Isolepis inundata,1,NA,Se,JN_MLR_list
6415,Isolepis inundata,1,NA,ATe,Johns et al 2015
330,Isolepis inundata,1,NA,ATl,Ling et al 2019
2485,Isolepis inundata,1,NA,ATl,MC_oneTrueList
4481,Isolepis marginata,,NA,ATl,JN_MLR_list
2486,Isolepis marginata,1,NA,ARp,MC_oneTrueList
2487,Isolepis montivaga,,NA,Tda,MC_oneTrueList
2488,Isolepis nodosa,,NA,Tdr,MC_oneTrueList
5927,Isolepis platycarpa,,NA,ATe,Campbell_RC
611,Isolepis platycarpa,1,NA,ATe,Casanova & Powling 2014
66,Isolepis platycarpa,1,NA,ATl,Deane et al 2017
4482,Isolepis platycarpa,1,NA,ATl,JN_MLR_list
2489,Isolepis platycarpa,1,NA,ATl,MC_oneTrueList
5928,Isolepis producta,,NA,ATe,Campbell_RC
4483,Isolepis producta,1,NA,ATe,JN_MLR_list
2490,Isolepis producta,1,NA,ATl,MC_oneTrueList
2491,Isolepis prolifera,,NA,ARp,MC_oneTrueList
1179,Isolepis sp.,,NA,ARp,Brock & Casanova 2000
787,Isolepis sp.,1,NA,ATe,Campbell et al 2014
4484,Isolepis sp.,1,NA,ATl,JN_MLR_list
6416,Isolepis sp.,1,NA,Ate,Johns et al 2015
2492,Isolepis sp.,1,NA,ARp,MC_oneTrueList
6417,Isolepis sp./Schoenus sp.,,NA,ATe,Johns et al 2015
4485,Isolepis stellata,,NA,Tda,JN_MLR_list
2493,Isolepis stellata,1,NA,ATl,MC_oneTrueList
2494,Isolepis subtilissima ,,NA,Tda,MC_oneTrueList
331,Isolepis victoriensis,,NA,ATl,Ling et al 2019
2495,Isolepis victoriensis,1,NA,ATl,MC_oneTrueList
6418,Isopogon anemonifolius,,NA,Tdr,Johns et al 2015
4486,Isopogon ceratophyllus,,NA,Tda,JN_MLR_list
2496,Isopogon ceratophyllus,1,NA,Tda,MC_oneTrueList
2497,Isopogon petiolaris,,NA,Tdr,MC_oneTrueList
1180,Isotoma fluviatilis,,NA,ATl,Brock & Casanova 2000
612,Isotoma fluviatilis,1,NA,ATl,Casanova & Powling 2014
1138,Isotoma fluviatilis,1,NA,AT,Leck & Brock 2000
332,Isotoma fluviatilis,1,NA,ATl,Ling et al 2019
333,Isotoma fluviatilis,1,NA,ATl,Ling et al 2019
334,Isotoma fluviatilis,1,NA,ATl,Ling et al 2019
2498,Isotoma fluviatilis,1,NA,ATl,MC_oneTrueList
4487,Isotoma fluviatilis subsp. australis,,NA,ARp,JN_MLR_list
2499,Isotoma fluviatilis subsp. australis,1,NA,ATl,MC_oneTrueList
2500,Isotoma fluviatilis subsp. borealis,,NA,ATl,MC_oneTrueList
2501,Isotoma luticola,,NA,ATl,MC_oneTrueList
2502,Isotoma tridens,,NA,ATl,MC_oneTrueList
2503,Ixiolaena brevicompta,,NA,Tda,MC_oneTrueList
2504,Ixiolaena leptolepis,,NA,Tda,MC_oneTrueList
4488,Ixodia achillaeoides,,NA,Tdr,JN_MLR_list
4489,Ixodia achillaeoides subsp. achillaeoides,,NA,Tdr,JN_MLR_list
2505,Ixodia achillaeoides subsp. achillaeoides,1,NA,Tdr,MC_oneTrueList
4490,Ixodia achillaeoides subsp. alata,,NA,Tdr,JN_MLR_list
2506,Ixodia achillaeoides subsp. alata,1,NA,Tdr,MC_oneTrueList
2507,Jacksonia furcellata,,NA,ATw,MC_oneTrueList
2508,Jacksonia sternbergiana,,NA,ATw,MC_oneTrueList
5306,Jasminum lineare,,NA,Tdr,Bowen_Phd
2509,Jasminum lineare,1,NA,Tdr,MC_oneTrueList
6419,Joycea pallida,,NA,Tdr,Johns et al 2015
4491,Juncaceae sp.,,NA,ATe,JN_MLR_list
1081,Juncus acuminatus,,NA,AT,Leck & Brock 2000
5929,Juncus acutus,,NA,ATe,Campbell_RC
4492,Juncus acutus,1,NA,ATe,JN_MLR_list
335,Juncus acutus,1,NA,ATe,Ling et al 2019
2510,Juncus acutus subsp. acutus,,NA,ATe,MC_oneTrueList
2511,Juncus alexandri,,NA,Tda,MC_oneTrueList
5930,Juncus amabilis,,NA,ATe,Campbell_RC
4493,Juncus amabilis,1,NA,ATe,JN_MLR_list
2512,Juncus amabilis,1,NA,ATe,MC_oneTrueList
5307,Juncus aridicola,,NA,ATe,Bowen_Phd
788,Juncus aridicola,1,NA,ATe,Campbell et al 2014
5931,Juncus aridicola,1,NA,ATe,Campbell_RC
941,Juncus aridicola,1,NA,ATe,Mason et al 2022
2513,Juncus aridicola,1,NA,ATe,MC_oneTrueList
995,Juncus aridicola,1,NA,AT,Price et al 2010
1181,Juncus articulatus,,NA,ATe,Brock & Casanova 2000
4494,Juncus articulatus,1,NA,ATe,JN_MLR_list
1082,Juncus articulatus,1,NA,AT,Leck & Brock 2000
336,Juncus articulatus,1,NA,ATe,Ling et al 2019
2514,Juncus articulatus,1,NA,ATe,MC_oneTrueList
4495,Juncus australis,,NA,Tda,JN_MLR_list
1083,Juncus australis,1,NA,T,Leck & Brock 2000
337,Juncus australis,1,NA,Tda,Ling et al 2019
2515,Juncus australis,1,NA,Tda,MC_oneTrueList
2516,Juncus brevibracteus ,,NA,ATe,MC_oneTrueList
5308,Juncus bufonius,,NA,Tda,Bowen_Phd
1182,Juncus bufonius,1,NA,Tda,Brock & Casanova 2000
5932,Juncus bufonius,1,NA,Tda,Campbell_RC
613,Juncus bufonius,1,NA,Tda,Casanova & Powling 2014
4496,Juncus bufonius,1,NA,Tda,JN_MLR_list
1084,Juncus bufonius,1,NA,T,Leck & Brock 2000
338,Juncus bufonius,1,NA,Tda,Ling et al 2019
2517,Juncus bufonius,1,NA,Tda,MC_oneTrueList
4497,Juncus bulbosus,,NA,ATe,JN_MLR_list
2518,Juncus bulbosus,1,NA,Tdr,MC_oneTrueList
4498,Juncus caespiticius,,NA,ATe,JN_MLR_list
2519,Juncus caespiticius,1,NA,ATe,MC_oneTrueList
4499,Juncus capitatus,,NA,ATe,JN_MLR_list
2520,Juncus capitatus,1,NA,Tda,MC_oneTrueList
4500,Juncus continuus,,NA,ATe,JN_MLR_list
6420,Juncus continuus,1,NA,ATe,Johns et al 2015
339,Juncus continuus,1,NA,ATe,Ling et al 2019
2521,Juncus continuus,1,NA,ATe,MC_oneTrueList
4501,Juncus effusus,,NA,ATe,JN_MLR_list
1085,Juncus effusus,1,NA,AT,Leck & Brock 2000
2522,Juncus effusus,1,NA,ATe,MC_oneTrueList
2523,Juncus falcatus,,NA,ATe,MC_oneTrueList
2524,Juncus filicaulis ,,NA,Tda,MC_oneTrueList
2525,Juncus firmus,,NA,ATe,MC_oneTrueList
5309,Juncus flavidus,,NA,ATe,Bowen_Phd
5933,Juncus flavidus,1,NA,ATe,Campbell_RC
340,Juncus flavidus,1,NA,ATe,Ling et al 2019
2526,Juncus flavidus,1,NA,ATe,MC_oneTrueList
341,Juncus fockei,,NA,Tda,Ling et al 2019
342,Juncus gregiflorus,,NA,Tda,Ling et al 2019
5310,Juncus holoschoenus,,NA,ATe,Bowen_Phd
5934,Juncus holoschoenus,1,NA,ATe,Campbell_RC
614,Juncus holoschoenus,1,NA,ATe,Casanova & Powling 2014
67,Juncus holoschoenus,1,NA,ATe,Deane et al 2017
4502,Juncus holoschoenus,1,NA,ATe,JN_MLR_list
1086,Juncus holoschoenus,1,NA,AT,Leck & Brock 2000
343,Juncus holoschoenus,1,NA,ATe,Ling et al 2019
2527,Juncus holoschoenus,1,NA,ATe,MC_oneTrueList
5935,Juncus ingens,,NA,ATe,Campbell_RC
2528,Juncus ingens,1,NA,ATe,MC_oneTrueList
5936,Juncus kraussii,,NA,ATe,Campbell_RC
68,Juncus kraussii,1,NA,ATe,Deane et al 2017
4503,Juncus kraussii,1,NA,ATe,JN_MLR_list
2529,Juncus kraussii,1,NA,ATe,MC_oneTrueList
615,Juncus kraussii subsp. australiensis,,NA,ATe,Casanova & Powling 2014
2530,Juncus kraussii subsp. Australiensis,1,NA,ATe,MC_oneTrueList
5311,Juncus laeviusculus subsp. laeviusculus,,NA,ATe,Bowen_Phd
616,Juncus microcephalus,,NA,ATe,Casanova & Powling 2014
2531,Juncus microcephalus,1,NA,Tdr,MC_oneTrueList
344,Juncus ochrocoleus,,NA,ATe,Ling et al 2019
2532,Juncus ochrocoleus,1,NA,ATe,MC_oneTrueList
5937,Juncus pallidus,,NA,ATe,Campbell_RC
69,Juncus pallidus,1,NA,ATe,Deane et al 2017
4504,Juncus pallidus,1,NA,ATe,JN_MLR_list
2533,Juncus pallidus,1,NA,ATe,MC_oneTrueList
617,Juncus pauciflorus,,NA,ATe,Casanova & Powling 2014
4505,Juncus pauciflorus,1,NA,ATe,JN_MLR_list
2534,Juncus pauciflorus,1,NA,ATe,MC_oneTrueList
2535,Juncus phaeanthus ,,NA,ATe,MC_oneTrueList
1183,Juncus pin,,NA,Tda,Brock & Casanova 2000
2536,Juncus pin ,,NA,Tda,MC_oneTrueList
4506,Juncus planifolius,,NA,ATe,JN_MLR_list
6421,Juncus planifolius,1,NA,ATe,Johns et al 2015
345,Juncus planifolius,1,NA,ATe,Ling et al 2019
2537,Juncus planifolius,1,NA,ATe,MC_oneTrueList
4507,Juncus prismatocarpus,,NA,ATe,JN_MLR_list
2538,Juncus prismatocarpus,1,NA,ATe,MC_oneTrueList
346,Juncus procerus,,NA,Tda,Ling et al 2019
2539,Juncus procerus,1,NA,Tda,MC_oneTrueList
347,Juncus psammophilus,,NA,Tda,Ling et al 2019
2540,Juncus psammophilus,1,NA,Tda,MC_oneTrueList
348,Juncus radula,,NA,ATe,Ling et al 2019
2541,Juncus radula,1,NA,ATe,MC_oneTrueList
349,Juncus remotiflorus,,NA,ATe,Ling et al 2019
2542,Juncus remotiflorus,1,NA,ATe,MC_oneTrueList
2543,Juncus sandwithii ,,NA,Tda,MC_oneTrueList
4508,Juncus sarophorus,,NA,Tda,JN_MLR_list
350,Juncus sarophorus,1,NA,ATe,Ling et al 2019
2544,Juncus sarophorus,1,NA,ATe,MC_oneTrueList
2545,Juncus semisolidus ,,NA,ATe,MC_oneTrueList
5938,Juncus semisolidus  ,,NA,ATe,Campbell_RC
5312,Juncus sp.,,NA,ATe,Bowen_Phd
789,Juncus sp.,1,NA,ATe,Campbell et al 2014
4509,Juncus sp.,1,NA,ATe,JN_MLR_list
6422,Juncus sp.,1,NA,ATe,Johns et al 2015
2546,Juncus sp.,1,NA,Tda,MC_oneTrueList
351,Juncus subglaucus,,NA,ATe,Ling et al 2019
4510,Juncus subnodulosus,,NA,ATe,JN_MLR_list
2547,Juncus subnodulosus,1,NA,ATe,MC_oneTrueList
790,Juncus subsecundus,,NA,ATe,Campbell et al 2014
5939,Juncus subsecundus,1,NA,Tda,Campbell_RC
618,Juncus subsecundus,1,NA,Tda,Casanova & Powling 2014
4511,Juncus subsecundus,1,NA,Tda,JN_MLR_list
2548,Juncus subsecundus,1,NA,Tda,MC_oneTrueList
1087,Juncus tenuis,,NA,T,Leck & Brock 2000
5313,Juncus usitatus,,NA,ATe,Bowen_Phd
5940,Juncus usitatus,1,NA,ATe,Campbell_RC
4512,Juncus usitatus,1,NA,Tdr,JN_MLR_list
352,Juncus usitatus,1,NA,ATe,Ling et al 2019
